cluster_id,mesh_size,cell_size,diffusion,diffusion_coeff,diffusion_iters,C_thr,atom_volume,grid_volume,atom_surface,grid_surface,volume_diff,surface_diff,volume_diff_pct,surface_diff_pct,runtime_s,peak_mem_tracemalloc_mb,peak_mem_rss_mb,atom_runtime_s,atom_mem_tracemalloc_mb,atom_mem_rss_mb
0,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.1,436.50555163374787,446.9270715017503,337.39821518583136,347.79255034537096,10.421519868002406,10.394335159539594,2.3874885047846157,3.080732111702081,0.24352505500428379,5.226560592651367,243.91796875,0.3286805229727179,9.129507064819336,235.1015625
1,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.1,46.5776143480526,43.70641312464425,99.04907485572184,93.48910895424376,2.871201223408349,5.55996590147808,6.164337232802893,5.613344606778922,0.24352505500428379,5.226560592651367,243.91796875,0.3286805229727179,9.129507064819336,235.1015625
0,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.2,436.50555163374787,446.9270715017503,337.39821518583136,347.79255034537096,10.421519868002406,10.394335159539594,2.3874885047846157,3.080732111702081,0.2531788069754839,4.72252082824707,243.5390625,0.3286805229727179,9.129507064819336,235.1015625
1,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.2,46.5776143480526,43.70641312464425,99.04907485572184,93.48910895424376,2.871201223408349,5.55996590147808,6.164337232802893,5.613344606778922,0.2531788069754839,4.72252082824707,243.5390625,0.3286805229727179,9.129507064819336,235.1015625
0,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.3,436.50555163374787,443.69670666855865,337.39821518583136,347.5794059314851,7.191155034810777,10.181190745653737,1.647437245161214,3.0175591592996915,0.26659100397955626,4.60955810546875,243.68359375,0.3286805229727179,9.129507064819336,235.1015625
1,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.3,46.5776143480526,43.70641312464425,99.04907485572184,93.48910895424376,2.871201223408349,5.55996590147808,6.164337232802893,5.613344606778922,0.26659100397955626,4.60955810546875,243.68359375,0.3286805229727179,9.129507064819336,235.1015625
0,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.4,436.50555163374787,435.93653745191205,337.39821518583136,340.41253391844316,0.5690141818358256,3.014318732611798,0.13035668841006168,0.8934009123170907,0.25503759004641324,4.497020721435547,243.75,0.3286805229727179,9.129507064819336,235.1015625
1,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.4,46.5776143480526,40.871358552419125,99.04907485572184,91.73561231830357,5.706255795633474,7.313462537418275,12.251069264718689,7.383675766857293,0.25503759004641324,4.497020721435547,243.75,0.3286805229727179,9.129507064819336,235.1015625
0,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.5,436.50555163374787,414.853311498605,337.39821518583136,327.9848601984037,21.652240135142847,9.413354987427681,4.9603584774816945,2.789983634692026,0.24947668390814215,4.380011558532715,243.68359375,0.3286805229727179,9.129507064819336,235.1015625
1,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.5,46.5776143480526,31.31846631268721,99.04907485572184,79.4639751088695,15.259148035365389,19.585099746852336,32.76069040664245,19.77312738698533,0.24947668390814215,4.380011558532715,243.68359375,0.3286805229727179,9.129507064819336,235.1015625
0,"(22, 22, 22)","(0.7, 0.7, 0.7)",diff,0.1,500,0.6,436.50555163374787,412.8653776981992,337.39821518583136,325.6981164301285,23.64017393554866,11.700098755702868,5.415778527230294,3.4677417452426993,0.24776893900707364,4.27214241027832,243.8046875,0.3286805229727179,9.129507064819336,235.1015625
