mode,nx,ny,dense_thr,dense_q,R,W_SIL,W_DBI,W_COV,sil,dbi,cov,k,score
count,19,16,-1.0,-1.0,3,0.33,0.34,0.33,0.5183304021948025,0.47891427224141697,0.9149746192893401,7,0.7028890402358718
