mode,nx,ny,dense_thr,dense_q,R,W_SIL,W_DBI,W_COV,sil,dbi,cov,k,score
count,34,34,-1.0,-1.0,5,0.33,0.34,0.33,0.7711650948753141,0.3024013935882946,0.8726,15,0.803498713031129
